symbol,name,price,marketCap,volume,industry
CSCO,Cisco Systems Inc. Common Stock (DE),117.46,462960915751.0,32465544,Telecommunications
CCZ,Comcast Holdings ZONES,66.5,237659127755.0,158,Telecommunications
ANET,Arista Networks Inc. Common Stock,169.88,213913336499.0,10281802,Telecommunications
TMUS,T-Mobile US Inc. Common Stock,167.73,181518197182.0,8600121,Telecommunications
VZ,Verizon Communications Inc. Common Stock,42.34,176793164249.0,60542702,Telecommunications
TBB,AT&T Inc. 5.350% Global Notes due 2066,20.48,146439894630.0,1115635,Telecommunications
T,AT&T Inc.,20.7,143830613885.0,131117318,Telecommunications
CMCSA,Comcast Corporation Class A Common Stock,24.55,87737317089.0,61967234,Telecommunications
LITE,Lumentum Holdings Inc. Common Stock,858.06,66757068000.0,4246563,Telecommunications
FFIV,F5 Inc. Common Stock,415.96,23468149982.0,1016016,Telecommunications
ROKU,Roku Inc. Class A Common Stock,138.14,20387196432.0,3714263,Telecommunications
CHTR,Charter Communications Inc. Class A Common Stock New,142.21,19764991007.0,4875988,Telecommunications
ESE,ESCO Technologies Inc. Common Stock,350.04,9068546487.0,307301,Telecommunications
LUMN,Lumen Technologies Inc. Common Stock,7.68,7912789018.0,11350420,Telecommunications
IRDM,Iridium Communications Inc Common Stock,54.85,5799166758.0,6211092,Telecommunications
LILAP,Liberty Latin America Ltd. 9.0% Fixed Rate Cumulative Perpetual Redeemable Series A Preference Shares,21.69,4805202123.0,2000627,Telecommunications
LBRDA,Liberty Broadband Corporation Class A Common Stock,33.28,4775604454.0,242106,Telecommunications
LBRDK,Liberty Broadband Corporation Class C Common Stock,33.26,4772734500.0,1284458,Telecommunications
EXTR,Extreme Networks Inc. Common Stock,32.37,4233286709.0,2282780,Telecommunications
TDS,Telephone and Data Systems Inc. Common Shares,37.01,4211738000.0,1739979,Telecommunications
AD,Array Digital Infrastructure Inc. Common Shares,36.26,3132864000.0,541774,Telecommunications
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,21.63,3103855900.0,41060,Telecommunications
DGII,Digi International Inc. Common Stock,74.95,2825779815.0,714323,Telecommunications
ATEN,A10 Networks Inc. Common Stock,37.36,2689851818.0,1161315,Telecommunications
ATEX,Anterix Inc. Common Stock,102.94,2007172811.0,1001959,Telecommunications
ZD,Ziff Davis Inc. Common Stock,52.37,1929069898.0,1220273,Telecommunications
