symbol,name,price,marketCap,volume,industry
NVDA,NVIDIA Corporation Common Stock,212.06,5131852000000.0,137647861,Technology
AAPL,Apple Inc. Common Stock,325.89,4786462446840.0,38756148,Technology
GOOGL,Alphabet Inc. Class A Common Stock,342.09,4144762440000.0,39335546,Technology
GOOG,Alphabet Inc. Class C Capital Stock,341.91,4142581560000.0,23274134,Technology
MSFT,Microsoft Corporation Common Stock,390.34,2899615202359.0,28142724,Technology
AMZN,Amazon.com Inc. Common Stock,244.85,2633878245405.0,34112937,Consumer Discretionary
AVGO,Broadcom Inc. Common Stock,396.81,1887855398368.0,16966527,Technology
META,Meta Platforms Inc. Class A Common Stock,627.17,1592022943570.0,11020465,Technology
SPCX,Space Exploration Technologies Corp. Class A Common Stock,115.26,1508851828006.0,92732450,Technology
TSLA,Tesla Inc. Common Stock,374.01,1404678284993.0,30650332,Industrials
LLY,Eli Lilly and Company Common Stock,1163.01,1095254672592.0,1555914,Health Care
MU,Micron Technology Inc. Common Stock,959.48,1083630140521.0,31589332,Technology
BRK/B,Berkshire Hathaway Inc.,489.39,1079746721854.0,3179324,Uncategorized
BRK/A,Berkshire Hathaway Inc.,732750.01,1077782938209.0,400,Uncategorized
JPM,JP Morgan Chase & Co. Common Stock,348.21,933032670862.0,8040246,Finance
AMD,Advanced Micro Devices Inc. Common Stock,552.33,900629650939.0,24777226,Technology
WMT,Walmart Inc. Common Stock,109.33,870056794016.0,23494792,Consumer Discretionary
V,Visa Inc.,353.42,669542865363.0,4622185,Consumer Discretionary
XOM,ExxonMobil Holdings Corporation Common Stock,154.45,640187089171.0,13788748,Energy
JNJ,Johnson & Johnson Common Stock,255.63,615356874297.0,9100186,Health Care
GOOGM,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series A Mandatory Convertible Preferred Stock,48.97,593320520000.0,722455,Technology
GOOGN,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series B Mandatory Convertible Preferred Stock,48.92,592714720000.0,816461,Technology
INTC,Intel Corporation Common Stock,102.62,515768120000.0,78431252,Technology
MA,Mastercard Incorporated Common Stock,531.98,470048939183.0,2313250,Consumer Discretionary
ABBV,AbbVie Inc. Common Stock,253.3,447528621559.0,4953195,Health Care
CSCO,Cisco Systems Inc. Common Stock (DE),112.21,442268383760.0,13726623,Telecommunications
AMAT,Applied Materials Inc. Common Stock,553.92,439790007466.0,4963498,Technology
BAC,Bank of America Corporation Common Stock,61.62,437291915915.0,51484914,Finance
COST,Costco Wholesale Corporation Common Stock,927.31,411242329737.0,1762841,Consumer Discretionary
CAT,Caterpillar Inc. Common Stock,889.31,409649113592.0,1976957,Industrials
LRCX,Lam Research Corporation Common Stock,319.29,399294814590.0,6344681,Technology
UNH,UnitedHealth Group Incorporated Common Stock (DE),431.31,391691762889.0,4234142,Health Care
CVX,Chevron Corporation Common Stock,192.98,384338530321.0,6142377,Energy
ORCL,Oracle Corporation Common Stock,125.84,362478470640.0,21096728,Technology
GE,GE Aerospace Common Stock,341.19,354005953810.0,4200145,Technology
KO,Coca-Cola Company (The) Common Stock,82.2,353801366489.0,11701314,Consumer Staples
PG,Procter & Gamble Company (The) Common Stock,149.13,347263965589.0,5371233,Consumer Discretionary
MS,Morgan Stanley Common Stock,218.5,344636732515.0,3683214,Finance
HD,Home Depot Inc. (The) Common Stock,331.45,330494324249.0,2907724,Consumer Discretionary
GS,Goldman Sachs Group Inc. (The) Common Stock,1098.2,323977149742.0,1538673,Finance
MRK,Merck & Company Inc. Common Stock (new),127.47,314828518180.0,7792423,Health Care
PM,Philip Morris International Inc Common Stock,194.3,302827983778.0,7799125,Health Care
